GEOID,INDX,MSA,GINI,GINI_ERR
310M200US43180,43180,"Shelbyville, TN Micro Area",0.4443,0.0274
310M200US43220,43220,"Shelton, WA Micro Area",0.4137,0.0189
310M200US43260,43260,"Sheridan, WY Micro Area",0.4121,0.0184
310M200US43300,43300,"Sherman-Denison, TX Metro Area",0.4415,0.0101
310M200US43320,43320,"Show Low, AZ Micro Area",0.4702,0.0124
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",0.4811,0.0062
310M200US43380,43380,"Sidney, OH Micro Area",0.4262,0.0294
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",0.4496,0.0114
310M200US43460,43460,"Sikeston, MO Micro Area",0.4359,0.0143
310M200US43500,43500,"Silver City, NM Micro Area",0.4688,0.0342
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",0.4354,0.0105
310M200US43620,43620,"Sioux Falls, SD Metro Area",0.423,0.009
310M200US43660,43660,"Snyder, TX Micro Area",0.4459,0.0329
310M200US43700,43700,"Somerset, KY Micro Area",0.5056,0.0225
310M200US43740,43740,"Somerset, PA Micro Area",0.4198,0.0094
310M200US43760,43760,"Sonora, CA Micro Area",0.4378,0.0138
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",0.4533,0.0066
310M200US43900,43900,"Spartanburg, SC Metro Area",0.4482,0.0064
310M200US43940,43940,"Spearfish, SD Micro Area",0.4702,0.0297
310M200US43980,43980,"Spencer, IA Micro Area",0.4684,0.063
310M200US44020,44020,"Spirit Lake, IA Micro Area",0.4394,0.019
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",0.4437,0.0053
310M200US44100,44100,"Springfield, IL Metro Area",0.4467,0.0076
310M200US44140,44140,"Springfield, MA Metro Area",0.4645,0.0056
310M200US44180,44180,"Springfield, MO Metro Area",0.4453,0.0061
310M200US44220,44220,"Springfield, OH Metro Area",0.4414,0.0083
310M200US44260,44260,"Starkville, MS Micro Area",0.5399,0.0231
310M200US44300,44300,"State College, PA Metro Area",0.468,0.0095
310M200US44340,44340,"Statesboro, GA Micro Area",0.4998,0.0214
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",0.4329,0.0143
310M200US44460,44460,"Steamboat Springs, CO Micro Area",0.4539,0.0259
310M200US44500,44500,"Stephenville, TX Micro Area",0.4956,0.0242
310M200US44540,44540,"Sterling, CO Micro Area",0.4589,0.0217
310M200US44580,44580,"Sterling, IL Micro Area",0.4081,0.0129
310M200US44620,44620,"Stevens Point, WI Micro Area",0.4191,0.0093
310M200US44660,44660,"Stillwater, OK Micro Area",0.5002,0.0168
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",0.4476,0.005
310M200US44740,44740,"Storm Lake, IA Micro Area",0.4282,0.0234
310M200US44780,44780,"Sturgis, MI Micro Area",0.4136,0.015
310M200US44860,44860,"Sulphur Springs, TX Micro Area",0.4327,0.018
310M200US44900,44900,"Summerville, GA Micro Area",0.4422,0.0216
310M200US44920,44920,"Summit Park, UT Micro Area",0.4705,0.0258
310M200US44940,44940,"Sumter, SC Metro Area",0.4407,0.0124
310M200US44980,44980,"Sunbury, PA Micro Area",0.4206,0.0091
310M200US45000,45000,"Susanville, CA Micro Area",0.421,0.0208
310M200US45020,45020,"Sweetwater, TX Micro Area",0.4562,0.023
310M200US45060,45060,"Syracuse, NY Metro Area",0.4503,0.0044
310M200US45140,45140,"Tahlequah, OK Micro Area",0.4522,0.0169
310M200US45180,45180,"Talladega-Sylacauga, AL Micro Area",0.4499,0.0129
310M200US45220,45220,"Tallahassee, FL Metro Area",0.4841,0.0076
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",0.4726,0.003
310M200US45340,45340,"Taos, NM Micro Area",0.483,0.0289
310M200US45380,45380,"Taylorville, IL Micro Area",0.4332,0.0246
310M200US45460,45460,"Terre Haute, IN Metro Area",0.4464,0.0113
310M200US45500,45500,"Texarkana, TX-AR Metro Area",0.4654,0.0134
310M200US45520,45520,"The Dalles, OR Micro Area",0.4239,0.0224
310M200US45540,45540,"The Villages, FL Metro Area",0.4185,0.021
310M200US45580,45580,"Thomaston, GA Micro Area",0.4307,0.0246
310M200US45620,45620,"Thomasville, GA Micro Area",0.4927,0.0191
310M200US45660,45660,"Tiffin, OH Micro Area",0.419,0.015
310M200US45700,45700,"Tifton, GA Micro Area",0.5123,0.0198
310M200US45740,45740,"Toccoa, GA Micro Area",0.4449,0.0207
310M200US45780,45780,"Toledo, OH Metro Area",0.4737,0.0055
310M200US45820,45820,"Topeka, KS Metro Area",0.4318,0.0092
310M200US45860,45860,"Torrington, CT Micro Area",0.4391,0.0101
310M200US45900,45900,"Traverse City, MI Micro Area",0.4488,0.0122
310M200US45940,45940,"Trenton, NJ Metro Area",0.4873,0.0071
310M200US45980,45980,"Troy, AL Micro Area",0.4938,0.0216
310M200US46020,46020,"Truckee-Grass Valley, CA Micro Area",0.4418,0.0129
310M200US46060,46060,"Tucson, AZ Metro Area",0.4691,0.004
310M200US46100,46100,"Tullahoma-Manchester, TN Micro Area",0.4613,0.0167
310M200US46140,46140,"Tulsa, OK Metro Area",0.4637,0.004
310M200US46180,46180,"Tupelo, MS Micro Area",0.4555,0.0126
310M200US46220,46220,"Tuscaloosa, AL Metro Area",0.4734,0.0111
310M200US46300,46300,"Twin Falls, ID Micro Area",0.4174,0.0168
310M200US46340,46340,"Tyler, TX Metro Area",0.4676,0.01
310M200US46380,46380,"Ukiah, CA Micro Area",0.4712,0.0216
310M200US46460,46460,"Union City, TN-KY Micro Area",0.4697,0.0258
310M200US46500,46500,"Urbana, OH Micro Area",0.3913,0.0123
310M200US46520,46520,"Urban Honolulu, HI Metro Area",0.4198,0.0042
310M200US46540,46540,"Utica-Rome, NY Metro Area",0.441,0.0067
310M200US46620,46620,"Uvalde, TX Micro Area",0.4482,0.0256
310M200US46660,46660,"Valdosta, GA Metro Area",0.4736,0.0132
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",0.4194,0.0061
310M200US46740,46740,"Valley, AL Micro Area",0.5023,0.0302
310M200US46780,46780,"Van Wert, OH Micro Area",0.4164,0.025
310M200US46820,46820,"Vermillion, SD Micro Area",0.4996,0.0288
310M200US46860,46860,"Vernal, UT Micro Area",0.4232,0.0361
310M200US46900,46900,"Vernon, TX Micro Area",0.4133,0.0296
310M200US46980,46980,"Vicksburg, MS Micro Area",0.4801,0.0141
310M200US47020,47020,"Victoria, TX Metro Area",0.4556,0.0143
310M200US47080,47080,"Vidalia, GA Micro Area",0.4877,0.0215
310M200US47180,47180,"Vincennes, IN Micro Area",0.4281,0.0178
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",0.4434,0.0104
310M200US47240,47240,"Vineyard Haven, MA Micro Area",0.4654,0.0429
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",0.4286,0.0031
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",0.4588,0.0073
310M200US47340,47340,"Wabash, IN Micro Area",0.4066,0.0238
310M200US47380,47380,"Waco, TX Metro Area",0.4695,0.008
310M200US47420,47420,"Wahpeton, ND-MN Micro Area",0.4122,0.0137
310M200US47460,47460,"Walla Walla, WA Metro Area",0.4505,0.0154
310M200US47540,47540,"Wapakoneta, OH Micro Area",0.382,0.0104
310M200US47580,47580,"Warner Robins, GA Metro Area",0.4249,0.0087
310M200US47620,47620,"Warren, PA Micro Area",0.4359,0.0206
310M200US47660,47660,"Warrensburg, MO Micro Area",0.4112,0.0145
310M200US47700,47700,"Warsaw, IN Micro Area",0.4214,0.0119
310M200US47780,47780,"Washington, IN Micro Area",0.4143,0.0246
310M200US47820,47820,"Washington, NC Micro Area",0.4482,0.016
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",0.4385,0.0014
310M200US47920,47920,"Washington Court House, OH Micro Area",0.4186,0.0146
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",0.4306,0.0071
310M200US47980,47980,"Watertown, SD Micro Area",0.4282,0.023
310M200US48020,48020,"Watertown-Fort Atkinson, WI Micro Area",0.3951,0.0108
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",0.4159,0.009
310M200US48100,48100,"Wauchula, FL Micro Area",0.4835,0.0449
310M200US48140,48140,"Wausau, WI Metro Area",0.4307,0.014
310M200US48180,48180,"Waycross, GA Micro Area",0.4687,0.0275
310M200US48220,48220,"Weatherford, OK Micro Area",0.457,0.0226
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",0.4413,0.0115
310M200US48300,48300,"Wenatchee, WA Metro Area",0.4279,0.0117
310M200US48460,48460,"West Plains, MO Micro Area",0.4692,0.0193
310M200US48540,48540,"Wheeling, WV-OH Metro Area",0.4595,0.0142
310M200US48580,48580,"Whitewater-Elkhorn, WI Micro Area",0.4303,0.0091
310M200US48620,48620,"Wichita, KS Metro Area",0.4396,0.0046
310M200US48660,48660,"Wichita Falls, TX Metro Area",0.4528,0.0101
310M200US48700,48700,"Williamsport, PA Metro Area",0.4224,0.0082
310M200US48780,48780,"Williston, ND Micro Area",0.4396,0.0249
310M200US48820,48820,"Willmar, MN Micro Area",0.4328,0.0151
310M200US48900,48900,"Wilmington, NC Metro Area",0.48,0.009
310M200US48940,48940,"Wilmington, OH Micro Area",0.4454,0.0295
310M200US48980,48980,"Wilson, NC Micro Area",0.4584,0.0192
310M200US49020,49020,"Winchester, VA-WV Metro Area",0.4474,0.0099
310M200US49080,49080,"Winnemucca, NV Micro Area",0.397,0.0257
310M200US49100,49100,"Winona, MN Micro Area",0.434,0.01
310M200US49180,49180,"Winston-Salem, NC Metro Area",0.467,0.0057
310M200US49220,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",0.4159,0.0105
310M200US49260,49260,"Woodward, OK Micro Area",0.4503,0.0256
310M200US49300,49300,"Wooster, OH Micro Area",0.4126,0.0093
310M200US49340,49340,"Worcester, MA-CT Metro Area",0.4434,0.0034
310M200US49380,49380,"Worthington, MN Micro Area",0.4277,0.0143
310M200US49420,49420,"Yakima, WA Metro Area",0.4373,0.0105
310M200US49460,49460,"Yankton, SD Micro Area",0.4543,0.0261
310M200US49620,49620,"York-Hanover, PA Metro Area",0.4124,0.0054
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",0.4392,0.0054
310M200US49700,49700,"Yuba City, CA Metro Area",0.4428,0.0125
310M200US49740,49740,"Yuma, AZ Metro Area",0.4312,0.0094
310M200US49780,49780,"Zanesville, OH Micro Area",0.4269,0.0105
310M200US49820,49820,"Zapata, TX Micro Area",0.4858,0.0312
